variable,alias
ultima_semana_tristeza-2,a0211-Pocas veces o alguna vez (1-2 días).
ultima_semana_tristeza-3,a0211-Un número de veces conside-rable (3-4 dias).
ultima_semana_tristeza-4,a0211-Todo el tiempo o la mayoría del tiempo    (5-7 días).
ultimas_dos_semanas-1,h0403-Sí
ultimas_dos_semanas-2,h0403-No
ultimo_grado_estudios-1,h0317g-1° Grado
ultimo_grado_estudios-2,h0317g-2° Grado
ultimo_grado_estudios-3,h0317g-3° Grado
ultimo_grado_estudios-4,h0317g-4° Grado
ultimo_grado_estudios-5,h0317g-5° Grado
ultimo_grado_estudios-6,h0317g-6° Grado
ultimo_hijo_amamanto_periodo-1,a0820p-Días.
ultimo_hijo_amamanto_periodo-2,a0820p-Meses.
ultimo_hijo_amamanto_periodo-7,a0820p-Aún le da pecho.
ultimo_hijo_amamanto_periodo-8,a0820p-No recuerda.
ultimo_hijo_amamanto_periodo-9,a0820p-NS/NR.
ultimo_hijo_peso_nacer_inf-1,a0819f-De la cartilla del niño o de otro documento.
ultimo_hijo_peso_nacer_inf-2,"a0819f-Del recuerdo de su mamá, cuidadora o informante."
ultimo_hijo_peso_nacer_inf-9,a0819f-NS/NR.
ultimo_hijo_piel_c_piel-1,a0818-Sí.
ultimo_hijo_piel_c_piel-2,a0818-No.
ultimo_hijo_piel_c_piel-8,a0818-No recuerda.
ultimo_hijo_piel_c_piel-9,a0818-NS/NR.
ultimo_nivel_estudios-1,h0317a-Preescolar
ultimo_nivel_estudios-2,h0317a-Primaria
ultimo_nivel_estudios-3,h0317a-Secundaria
ultimo_nivel_estudios-4,h0317a-Preparatoria o Bachillerato
ultimo_nivel_estudios-5,h0317a-Normal básica
ultimo_nivel_estudios-6,h0317a-Estudios técnicos o comerciales con primaria terminada
ultimo_nivel_estudios-7,h0317a-Estudios técnicos o comerciales con secundaria terminada
ultimo_nivel_estudios-8,h0317a-Estudios técnicos o comerciales con preparatoria terminada
ultimo_nivel_estudios-9,h0317a-Normal de licenciatura
ultimo_nivel_estudios-10,h0317a-Licenciatura o profesional
ultimo_nivel_estudios-11,h0317a-Maestría
ultimo_nivel_estudios-12,h0317a-Doctorado
ultimo_parto-1,a0817-normal (vaginal)?
ultimo_parto-2,a0817-cesárea por urgencias?
ultimo_parto-3,a0817-cesárea programada?
ultimo_parto-9,a0817-NS/NR.
una_o no_comida_adulto-1,h0708-Sí
una_o no_comida_adulto-2,h0708-No
una_o no_comida_adulto-8,h0708-No responde
una_o no_comida_adulto-9,h0708-No sabe
una_o no_comida_menor-1,h0716-Sí
una_o no_comida_menor-2,h0716-No
una_o no_comida_menor-8,h0716-No responde
una_o no_comida_menor-9,h0716-No sabe
usa_celular-1,a1501-Siempre
usa_celular-2,a1501-A veces
usa_celular-9,a1501-Nunca
usa_computadora-1,a1502-Siempre
usa_computadora-2,a1502-A veces
usa_computadora-9,a1502-Nunca
usa_internet-1,a1503-Siempre
usa_internet-2,a1503-A veces
usa_internet-9,a1503-Nunca
usa_lentes-1,a1401-Sí
usa_lentes-2,a1401-No
usa_protesis_auditiva-1,a1402-Sí
usa_protesis_auditiva-2,a1402-No
usa_redes_sociales_1-1,a1504a-No la utilizo
usa_redes_sociales_1-2,a1504a-WhatsApp
usa_redes_sociales_1-3,a1504a-Facebook
usa_redes_sociales_1-4,a1504a-Twitter
usa_redes_sociales_1-5,a1504a-YouTube
usa_redes_sociales_1-6,a1504a-Chat
usa_redes_sociales_1-7,a1504a-Otra (especifique)
usa_redes_sociales_2-1,a1504b-No la utilizo
usa_redes_sociales_2-2,a1504b-WhatsApp
usa_redes_sociales_2-3,a1504b-Facebook
usa_redes_sociales_2-4,a1504b-Twitter
usa_redes_sociales_2-5,a1504b-YouTube
usa_redes_sociales_2-6,a1504b-Chat
usa_redes_sociales_2-7,a1504b-Otra (especifique)
usan_cubrebocas_trabajo-1,h1506-Muy frecuentemente
usan_cubrebocas_trabajo-2,h1506-Frecuentemente
usan_cubrebocas_trabajo-3,h1506-Ocasionalmente
usan_cubrebocas_trabajo-4,h1506-Rara vez
usan_cubrebocas_trabajo-5,h1506-Nunca
usan_gel_escuela-1,h1103c-Sí
usan_gel_escuela-2,h1103c-No
usan_gel_escuela-3,h1103c-No Sabe
usanron_condon_masculino-1,a0805-Sí.
usanron_condon_masculino-2,a0805-No.
usanron_condon_masculino-9,a0805-NS/NR.
uso_careta_escuela-1,h1103e-Sí
uso_careta_escuela-2,h1103e-No
uso_careta_escuela-3,h1103e-No Sabe
uso_cubrebocas-1,h1002-Nada
uso_cubrebocas-2,h1002-Pocas veces
uso_cubrebocas-3,h1002-A veces
uso_cubrebocas-4,h1002-Casi siempre
uso_cubrebocas-5,h1002-Siempre
uso_cubrebocas_escuela-1,h1103d-Sí
uso_cubrebocas_escuela-2,h1103d-No
uso_cubrebocas_escuela-3,h1103d-No Sabe
vacuna_aplicada-1,"h1602-Sí, una dosis"
vacuna_aplicada-2,"h1602-Sí, dos dosis"
vacuna_aplicada-3,"h1602-Sí, dosis única"
vacuna_aplicada-4,h1602-No
vacuna_puesta-1,h1605-Pfizer
vacuna_puesta-2,h1605-Sputnik
vacuna_puesta-3,h1605-Sinovac
vacuna_puesta-4,h1605-Astra Zeneca
vacuna_puesta-5,h1605-CanSino
vacuna_puesta-6,h1605-Otra (especificar)
vacuna_puesta-9,h1605-NS/NR
vacuna_vs_influenza-1,a0908-SÍ.
vacuna_vs_influenza-2,a0908-NO.
vacuna_vs_influenza-9,a0908-No sabe / No recuerda.
vacuna_vs_tetano_10anios-1,a0906-SÍ.
vacuna_vs_tetano_10anios-2,a0906-NO.
vacuna_vs_tetano_10anios-9,a0906-No sabe / No recuerda.
vacunado_influenza-1,a0921-SÍ.
vacunado_influenza-2,a0921-NO.
vacunado_influenza-9,a0921-No sabe / No recuerda.
vacunado_neumococo-1,a0917-SÍ.
vacunado_neumococo-2,a0917-NO.
vacunado_neumococo-9,a0917-No sabe / No recuerda.
vacunado_tet-1,a0919-SÍ.
vacunado_tet-2,a0919-NO.
vacunado_tet-9,a0919-No sabe / No recuerda.
vaucnado_sarampion_rub-1,a0904-SÍ.
vaucnado_sarampion_rub-2,a0904-NO.
vaucnado_sarampion_rub-9,a0904-No sabe / No recuerda.
veces_hablo_alguien-1,a1512-Ninguno
veces_hablo_alguien-2,a1512-1 vez
veces_hablo_alguien-3,a1512-2 veces
veces_hablo_alguien-4,a1512-3 veces
veces_hablo_alguien-5,a1512-4 veces
veces_hablo_alguien-6,a1512-5 veces
veces_hablo_alguien-7,a1512-6 veces
veces_hablo_alguien-8,a1512-7 veces ó más
violencia_bajo_efecto-1,a1207-alcohol?
violencia_bajo_efecto-2,a1207-drogas?
violencia_bajo_efecto-3,a1207-ambos?
violencia_bajo_efecto-7,a1207-Otro (especifique)
violencia_bajo_efecto-8,a1207-No estaba bajo efectos de alcohol o drogas
violencia_bajo_efecto-9,a1207-NS/NR
violencia_fisica_1-1,a1202a-Agresiones con substancias
violencia_fisica_1-2,"a1202a-Sofocación, estrangulamiento, ahogamiento"
violencia_fisica_1-3,a1202a-Herdia por arma de fuego
violencia_fisica_1-4,"a1202a-Herida por arma punzocortante (cuchillo, navaja, etc)"
violencia_fisica_1-5,a1202a-Empujón desde lugar elevado
violencia_fisica_1-6,"a1202a-Golpes, patadas, puñetazos"
violencia_fisica_1-7,a1202a-Agresión sexual
violencia_fisica_1-8,a1202a-Envenenamiento u obstrucción de las vías respiratorias por s
violencia_fisica_1-9,a1202a-Agresiones verbales
violencia_fisica_1-76,a1202a-Otras agresiones o maltrato
violencia_fisica_1-77,a1202a-Otro (especifique)
violencia_fisica_1-99,a1202a-NS/NR
violencia_fisica_ult_12meses-1,a1201-Sí
violencia_fisica_ult_12meses-2,a1201-No
violencia_fisica_ult_12meses-9,a1201-NS/NR
visita_lugares_concurridos-1,h1006-Nada
visita_lugares_concurridos-2,h1006-Pocas veces
visita_lugares_concurridos-3,h1006-A veces
visita_lugares_concurridos-4,h1006-Casi siempre
visita_lugares_concurridos-5,h1006-Siempre
visita_medico_diabetes-1,a0303cod-Ninguna.
visita_medico_diabetes-2,a0303cod-Diario.
visita_medico_diabetes-3,a0303cod-Semanal.
visita_medico_diabetes-4,a0303cod-Mensual.
visita_medico_diabetes-5,a0303cod-Anual.
vive_aqui-1,h0307-Sí
vive_aqui-2,"h0307-No, vive en otro lugar"
vive_aqui-3,"h0307-No, ya falleció"
vive_aqui-8,h0307-Matrimonio igualitario
vive_aqui-9,h0307-NS/NR
vive_aqui_padre-1,h0308-Sí
vive_aqui_padre-2,"h0308-No, vive en otro lugar"
vive_aqui_padre-3,"h0308-No, ya falleció"
vive_aqui_padre-8,h0308-Matrimonio igualitario
vive_aqui_padre-9,h0308-NS/NR
vive_con_alguien-1,int_nuevo-Sí
vive_con_alguien-2,int_nuevo-No
vive_conyuge-1,h0320-Sí
vive_conyuge-2,"h0320-No, vive en otro lugar"
vive_conyuge-3,"h0320-No, ya falleció"
vive_conyuge-8,h0320-Matrimonio igualitario
vive_conyuge-9,h0320-No sabe
viven_menores_edad-1,h0709-Sí
viven_menores_edad-2,h0709-No
vivienda_aire_acondicionado-1,h0126e-Sí
vivienda_aire_acondicionado-2,h0126e-No
vivienda_aljibe-1,h0126c-Sí
vivienda_aljibe-2,h0126c-No
vivienda_calentador_agua-1,h0126a-Sí
vivienda_calentador_agua-2,h0126a-No
vivienda_medidor_luz-1,h0126d-Sí
vivienda_medidor_luz-2,h0126d-No
vivienda_tiene_drenaje-1,h0118-la red pública?
vivienda_tiene_drenaje-2,h0118-una fosa séptica o tanque séptico (biodigestor)?
vivienda_tiene_drenaje-3,h0118-una tubería que va a dar a una barranca o grieta?
vivienda_tiene_drenaje-4,"h0118-una tubería que va a dar a un río, lago o mar?"
vivienda_tiene_drenaje-5,h0118-¿No tiene drenaje?
vivienda_tinaco-1,h0126b-Sí
vivienda_tinaco-2,h0126b-No
x_diab_amputacion-1,a0316b-SI
x_diab_amputacion-2,a0316b-NO
x_diab_coma_diabetico-1,a0316i-SI
x_diab_coma_diabetico-2,a0316i-NO
x_diab_dialisis-1,a0316e-SI
x_diab_dialisis-2,a0316e-NO
x_diab_disminuido_vision-1,a0316c-SI
x_diab_disminuido_vision-2,a0316c-NO
x_diab_episodio_diverso-1,a0316j-SI
x_diab_episodio_diverso-2,a0316j-NO
x_diab_infarto_cerebral-1,a0316g-SI
x_diab_infarto_cerebral-2,a0316g-NO
x_diab_infarto_corazon-1,a0316f-SI
x_diab_infarto_corazon-2,a0316f-NO
x_diab_perdida_vision-1,a0316d-SI
x_diab_perdida_vision-2,a0316d-NO
x_diab_pie_diabetico-1,a0316h-SI
x_diab_pie_diabetico-2,a0316h-NO
x_diab_ulceras-1,a0316a-SI
x_diab_ulceras-2,a0316a-NO
x_hpt_danio_retina-1,a04010a-SI.
x_hpt_danio_retina-2,a04010a-NO.
x_hpt_dialisis-1,a04010b-SI.
x_hpt_dialisis-2,a04010b-NO.
x_hpt_episodio_diverso-1,a0501-SÍ.
x_hpt_episodio_diverso-2,a0501-NO.
x_hpt_hospitalizado_ult_dos_anios-1,a04010f-SI.
x_hpt_hospitalizado_ult_dos_anios-2,a04010f-NO.
x_hpt_infarto_cerebral-1,a04010d-SI.
x_hpt_infarto_cerebral-2,a04010d-NO.
x_hpt_infarto_corazon-1,a04010c-SI.
x_hpt_infarto_corazon-2,a04010c-NO.
x_hpt_urgencias_ult_anio-1,a04010e-SI.
x_hpt_urgencias_ult_anio-2,a04010e-NO.
media::anio_nacimiento,media::h0304a
media::cambio_cero_ingresos,media::h1404
media::cambio_cuantos_kilos,media::a0108
media::cambio_perdida_empleo,media::h1403
media::cambio_reduccion_ingresos,media::h1405
media::cintura,media::an08_1
media::circunf_pantorrilla,media::an19
media::circunferencia_brazo,media::an25
media::clases_material_impreso,media::h1102d
media::clases_presencial,media::h1102a
media::clases_tele_radio,media::h1102c
media::clases_virtuales,media::h1102b
media::conocimiento_covid_otro,media::h1001e
media::conyuge,media::h0320q
media::cuantas_personas_5_menos,media::h0901bb
media::cuantas_personas_embarazadas,media::h0901cc
media::cuantas_veces_vacunado_sr,media::a0905
media::cuantas_veces_vacunado_tet,media::a0907
media::cuanto_camina_horas,media::a1410h
media::cuanto_camina_minutos,media::a1410m
media::cuantos_viven_hogar,media::h0204
media::cuartos_para_dormir,media::h0104
media::dx_presion_alta_anios,media::a0402a
media::dx_presion_alta_meses,media::a0402m
media::edad,media::h0303
media::edad_comenzo_fumar_todos_dias,media::a1302
media::edad_diagnostico_diabetes,media::a0302
media::edad_diagnostico_obesidad,media::a0102
media::edad_primera_menstruacion,media::a0806
media::edad_primera_rel_sexual,media::a0801
media::edad_primera_rel_sexual_pareja,media::a0802
media::elegible_vacuna_otro,media::h1601e
media::estatura,media::an04_1
media::estufa_cocinar_otra,media::h0110esp
media::excepciones_uso_cubrebocas,media::h1003
media::fallecidos_despues_primer_anio,media::a0810ae
media::fallecidos_primer_anio,media::a0810ad
media::fecha_nacimiento,media::h0304
media::folio_i,media::folio_i
media::folio_int,media::folio_int
media::frec_visita_medico_diabetes,media::a0303num
media::frecuencia_consumo_botanas,media::h1309a
media::frecuencia_consumo_carnes,media::h1304a
media::frecuencia_consumo_dulces,media::h1308a
media::frecuencia_consumo_frutas,media::h1301a
media::frecuencia_consumo_harina,media::h1307a
media::frecuencia_consumo_leche,media::h1305a
media::frecuencia_consumo_legmbres,media::h1303a
media::frecuencia_consumo_pan_dulce,media::h1310a
media::frecuencia_consumo_refrescos,media::h1311a
media::frecuencia_consumo_tortillas,media::h1306a
media::frecuencia_consumo_verduras,media::h1302a
media::frecuencia_medir_presion,media::a0409a
media::hora_toma_presion,media::an28
media::imc_calculado,media::imc_calculado
media::imformante,media::h305i
media::inf_estacional_dosis_fecha,media::a09121bd
media::inf_estacional_unica_dosis_fecha,media::a09241bd
media::insulina_veces_dia,media::a0311
media::mes_nacio_ultimo_hijo,media::a0811m
media::meses,media::meses
media::meses_embarazo_primer_revision,media::a0814
media::monto_apoyo_bj,media::h0604k
media::monto_apoyo_pam,media::h0604b
media::monto_otro_apoyo_nombre,media::h0604p
media::municipio_aplicacion_otro,media::h1603e
media::neumo_unica_dosis_fecha,media::a09221bd
media::numero_personas_60_mas,media::h0901aa
media::otra_molestia_post_vacuna,media::h1606e
media::otra_necesidad_salud,media::h0402esp
media::otro_apoyo_nombre,media::h0601pe
media::otro_motivo_no_vacunacion,media::h1607e
media::otro_parentezco,media::h0305_es
media::padecimientos,media::h0902
media::pecho_dedo_medicion,media::an23
media::persona,media::h0307q
media::persona_padre,media::h0308q
media::personas_estudan,media::h1101
media::peso,media::an01_1
media::peso_habitual,media::a0105
media::presion_diastolica,media::an27_01d
media::presion_sistolica,media::an27_01s
media::sr_primera_dosis_fecha,media::a09091bd
media::talon_rodilla_primer_medicion,media::an17_1
media::td_primera_dosis_2_fecha,media::a09232bd
media::td_primera_dosis_fecha,media::a09102bd
media::td_refuerzo_dosis_fecha,media::a09231bd
media::td_refuerzo_fecha,media::a09101bd
media::td_segunda_dosis_fecha,media::a09103bd
media::td_tercera_dosis_fecha,media::a09104bd
media::tiempo_anio_apoyo_seguro_popular,media::h0606a
media::tiempo_apoyo_benito_juarez,media::h0603k
media::tiempo_apoyo_dif_dispensas,media::h0603c
media::tiempo_apoyo_dif_escolares,media::h0603d
media::tiempo_apoyo_liconsa,media::h0603a
media::tiempo_apoyo_pam,media::h0603b
media::tiempo_camina_regularmente_horas,media::a1413h
media::tiempo_camina_regularmente_minutos,media::a1413m
media::tiempo_control_azucar_anios,media::a0308m
media::tiempo_control_azucar_meses,media::a0308a
media::tiempo_control_diabetes,media::a0304d
media::tiempo_control_diabetes_anios,media::a0304a
media::tiempo_control_diabetes_meses,media::a0304m
media::tiempo_dejo_fumar,media::a1306t
media::tiempo_lavado_manos_m,media::h1512am
media::tiempo_lavado_manos_s,media::h1512as
media::tiempo_m_apoyo_seguro_popular,media::h0606m
media::tiempo_otro_apoyo_nombre,media::h0603p
media::total_abortos,media::a0810a
media::total_cigarros_fuma_diario,media::a1303
media::total_cigarros_fuma_semana,media::a1304
media::total_cuartos_vivienda,media::h0105
media::total_embarazos,media::a0809
media::total_nacidos_muertos,media::a0810b
media::total_nacidos_vivos,media::a0810c
media::total_revisiones_ult_embarazo,media::a0812
media::tx_insulina_tiempo_anios,media::a0309a
media::tx_insulina_tiempo_meses,media::a0309m
media::tx_presion_alta_anios,media::a0405a
media::tx_presion_alta_meses,media::a0405m
media::ult_anio_evitar_comp_diab_medida_otra,media::a0315es
media::ult_anio_visita_med_control_presion,media::a0406
media::ult_semana_camino_10minutos,media::a1409
media::ult_semana_camino_10minutos_dias,media::a1412
media::ultimo_hijo_amamanto_tiempo,media::a0820t
media::ultimo_hijo_peso_nacer,media::a0819k
media::upm,media::upm
media::vacuna_puesta_otra,media::h1605e
media::veces_lavado_manos_dia,media::h1512
media::veces_vacunado_neumococo,media::a0918
media::veces_vacunado_tet,media::a0920
media::vivienda,media::vivienda
