"subcategoria","var","var_alias","description","visibility","var_type","is_category"
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561610_2017","Investigac_2017","Servicios de investigación y de protección y custodia, excepto mediante monitoreo","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561620_2017","Protección_2017","Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561710_2017","Control_2017","Servicios de control y exterminación de plagas","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561720_2017","Limpieza_2017","Servicios de limpieza de inmuebles","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561730_2017","Instalació_2017","Servicios de instalación y mantenimiento de áreas verdes","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561740_2017","Limpieza_2017","Servicios de limpieza de tapicería, alfombras y muebles","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561790_2017","Limpieza_2017","Otros servicios de limpieza","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561910_2017","Empacado_2017","Servicios de empacado y etiquetado","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561920_2017","Organizado_2017","Organizadores de convenciones y ferias comerciales e industriales","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","561990_2017","Apoyo_2017","Otros servicios de apoyo a los negocios","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","562111_2017","Recolecció_2017","Recolección de residuos peligrosos por el sector privado","visible","integer",FALSE
"Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación","562112_2017","Recolecció_2017","Recolección de residuos peligrosos por el sector público","visible","integer",FALSE
"Servicios educativos","611111_2017","Educación_2017","Escuelas de educación preescolar y centros de estimulación temprana del sector privado","visible","integer",FALSE
"Servicios educativos","611112_2017","Educación_2017","Escuelas de educación preescolar y centros de estimulación temprana del sector público","visible","integer",FALSE
"Servicios educativos","611121_2017","Educación_2017","Escuelas de educación primaria del sector privado","visible","integer",FALSE
"Servicios educativos","611122_2017","Educación_2017","Escuelas de educación primaria del sector público","visible","integer",FALSE
"Servicios educativos","611131_2017","Educación_2017","Escuelas de educación secundaria general del sector privado","visible","integer",FALSE
"Servicios educativos","611132_2017","Educación_2017","Escuelas de educación secundaria general del sector público","visible","integer",FALSE
"Servicios educativos","611141_2017","Educación_2017","Escuelas de educación secundaria técnica del sector privado","visible","integer",FALSE
"Servicios educativos","611142_2017","Educación_2017","Escuelas de educación secundaria técnica del sector público","visible","integer",FALSE
"Servicios educativos","611151_2017","Educación_2017","Escuelas de educación media técnica terminal del sector privado","visible","integer",FALSE
"Servicios educativos","611152_2017","Educación_2017","Escuelas de educación media técnica terminal del sector público","visible","integer",FALSE
"Servicios educativos","611161_2017","Educación_2017","Escuelas de educación media superior del sector privado","visible","integer",FALSE
"Servicios educativos","611162_2017","Educación_2017","Escuelas de educación media superior del sector público","visible","integer",FALSE
"Servicios educativos","611171_2017","Escuelas_2017","Escuelas del sector privado que combinan diversos niveles de educación","visible","integer",FALSE
"Servicios educativos","611172_2017","Escuelas_2017","Escuelas del sector público que combinan diversos niveles de educación","visible","integer",FALSE
"Servicios educativos","611181_2017","Escuelas_2017","Escuelas del sector privado de educación para necesidades especiales","visible","integer",FALSE
"Servicios educativos","611182_2017","Escuelas_2017","Escuelas del sector público de educación para necesidades especiales","visible","integer",FALSE
"Servicios educativos","611211_2017","Educación_2017","Escuelas de educación técnica superior del sector privado","visible","integer",FALSE
"Servicios educativos","611212_2017","Educación_2017","Escuelas de educación técnica superior del sector público","visible","integer",FALSE
"Servicios educativos","611311_2017","Educación_2017","Escuelas de educación superior del sector privado","visible","integer",FALSE
"Servicios educativos","611312_2017","Educación_2017","Escuelas de educación superior del sector público","visible","integer",FALSE
"Servicios educativos","611411_2017","Escuelas_2017","Escuelas comerciales y secretariales del sector privado","visible","integer",FALSE
"Servicios educativos","611412_2017","Escuelas_2017","Escuelas comerciales y secretariales del sector público","visible","integer",FALSE
"Servicios educativos","611421_2017","Computació_2017","Escuelas de computación del sector privado","visible","integer",FALSE
"Servicios educativos","611422_2017","Computació_2017","Escuelas de computación del sector público","visible","integer",FALSE
"Servicios educativos","611431_2017","Escuelas_2017","Escuelas para la capacitación de ejecutivos del sector privado","visible","integer",FALSE
"Servicios educativos","611432_2017","Escuelas_2017","Escuelas para la capacitación de ejecutivos del sector público","visible","integer",FALSE
"Servicios educativos","611511_2017","Escuelas_2017","Escuelas del sector privado dedicadas a la enseñanza de oficios","visible","integer",FALSE
"Servicios educativos","611512_2017","Escuelas_2017","Escuelas del sector público dedicadas a la enseñanza de oficios","visible","integer",FALSE
"Servicios educativos","611611_2017","Arte_2017","Escuelas de arte del sector privado","visible","integer",FALSE
"Servicios educativos","611612_2017","Arte_2017","Escuelas de arte del sector público","visible","integer",FALSE
"Servicios educativos","611621_2017","Deporte_2017","Escuelas de deporte del sector privado","visible","integer",FALSE
"Servicios educativos","611622_2017","Deporte_2017","Escuelas de deporte del sector público","visible","integer",FALSE
"Servicios educativos","611631_2017","Idiomas_2017","Escuelas de idiomas del sector privado","visible","integer",FALSE
"Servicios educativos","611632_2017","Idiomas_2017","Escuelas de idiomas del sector público","visible","integer",FALSE
"Servicios educativos","611691_2017","Profesores_2017","Servicios de profesores particulares","visible","integer",FALSE
"Servicios educativos","611698_2017","Educativos_2017","Otros servicios educativos proporcionados por el sector privado","visible","integer",FALSE
"Servicios educativos","611699_2017","Educativos_2017","Otros servicios educativos proporcionados por el sector público","visible","integer",FALSE
"Servicios educativos","611710_2017","Apoyo_2017","Servicios de apoyo a la educación","visible","integer",FALSE
"Servicios de salud y de asistencia social","621111_2017","Medicina_2017","Consultorios de medicina general del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621112_2017","Medicina_2017","Consultorios de medicina general del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621113_2017","Medicina_2017","Consultorios de medicina especializada del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621114_2017","Medicina_2017","Consultorios de medicina especializada del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621115_2017","Clínicas_2017","Clínicas de consultorios médicos del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621116_2017","Clínicas_2017","Clínicas de consultorios médicos del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621211_2017","Dentales_2017","Consultorios dentales del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621212_2017","Dentales_2017","Consultorios dentales del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621311_2017","Quiropráct_2017","Consultorios de quiropráctica del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621312_2017","Quiropráct_2017","Consultorios de quiropráctica del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621320_2017","Optometría_2017","Consultorios de optometría","visible","integer",FALSE
"Servicios de salud y de asistencia social","621331_2017","Psicología_2017","Consultorios de psicología del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621332_2017","Psicología_2017","Consultorios de psicología del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621341_2017","Delsector_2017","Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje","visible","integer",FALSE
"Servicios de salud y de asistencia social","621342_2017","Delsector_2017","Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje","visible","integer",FALSE
"Servicios de salud y de asistencia social","621391_2017","Nutriólogo_2017","Consultorios de nutriólogos y dietistas del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621392_2017","Nutriólogo_2017","Consultorios de nutriólogos y dietistas del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621398_2017","Consultori_2017","Otros consultorios del sector privado para el cuidado de la salud","visible","integer",FALSE
"Servicios de salud y de asistencia social","621399_2017","Consultori_2017","Otros consultorios del sector público para el cuidado de la salud","visible","integer",FALSE
"Servicios de salud y de asistencia social","621411_2017","Planificac_2017","Centros de planificación familiar del sector privado","visible","integer",FALSE
"Servicios de salud y de asistencia social","621412_2017","Planificac_2017","Centros de planificación familiar del sector público","visible","integer",FALSE
"Servicios de salud y de asistencia social","621421_2017","Centros_2017","Centros del sector privado de atención médica externa para enfermos mentales y adictos","visible","integer",FALSE
"Servicios de salud y de asistencia social","621422_2017","Centros_2017","Centros del sector público de atención médica externa para enfermos mentales y adictos","visible","integer",FALSE
